Date,City,Crime,Crime Group,Violence Rating,Year
2022-01-25,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-01-26,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-01-27,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-01-28,Austin,BURGLARY OF RESIDENCE,Burglary,4,2022
2022-01-29,Austin,DWI,Public Order,2,2022
2022-01-30,Austin,AGG ROBBERY/DEADLY WEAPON,Robbery,8,2022
2022-01-31,Austin,AGG ASSAULT,Assault,6,2022
2022-02-01,Austin,AUTO THEFT,Theft,1,2022
2022-02-02,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-02-03,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-02-04,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-02-05,Austin,INDECENT ASSAULT,Assault,6,2022
2022-02-06,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-02-07,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-02-08,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-02-09,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-02-10,Austin,DEBIT CARD ABUSE,Sexual Misconduct,7,2022
2022-02-11,Austin,THEFT OF BICYCLE,Theft,1,2022
2022-02-12,Austin,THEFT FROM PERSON,Theft,1,2022
2022-02-13,Austin,ASSAULT ON PEACE OFFICER,Assault,6,2022
2022-02-14,Austin,ASSAULT BY THREAT,Assault,6,2022
2022-02-15,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-02-16,Austin,THEFT FROM BUILDING,Theft,1,2022
2022-02-17,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-02-18,Austin,DWI 2ND,Public Order,2,2022
2022-02-19,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-02-20,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-02-21,Austin,THEFT,Theft,1,2022
2022-02-22,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-02-23,Austin,THEFT,Theft,1,2022
2022-02-24,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-02-25,Austin,THEFT OF BICYCLE,Theft,1,2022
2022-02-26,Austin,POSS OF DRUG PARAPHERNALIA,Drug Offense,2,2022
2022-02-27,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-02-28,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-03-01,Austin,INDECENT EXPOSURE,Sexual Assault,9,2022
2022-03-02,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-03-03,Austin,DEBIT CARD ABUSE,Sexual Misconduct,7,2022
2022-03-04,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-03-05,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-03-06,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-03-07,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-03-08,Austin,AUTO THEFT,Theft,1,2022
2022-03-09,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-03-10,Austin,CRIMINAL TRESPASS/TRANSIENT,Trespassing,3,2022
2022-03-11,Austin,THEFT,Theft,1,2022
2022-03-12,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-03-13,Austin,THEFT FROM PERSON,Theft,1,2022
2022-03-14,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-03-15,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-03-16,Austin,POSS OF DRUG PARAPHERNALIA,Drug Offense,2,2022
2022-03-17,Austin,DWI,Public Order,2,2022
2022-03-18,Austin,DOC FIGHTING,Public Order,2,2022
2022-03-19,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-03-20,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-03-21,Austin,DWI,Public Order,2,2022
2022-03-22,Austin,THEFT OF SERVICE,Theft,1,2022
2022-03-23,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-03-24,Austin,THEFT,Theft,1,2022
2022-03-25,Austin,ASSAULT BY CONTACT,Assault,6,2022
2022-03-26,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-03-27,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-03-28,Austin,IDENTITY THEFT,Theft,1,2022
2022-03-29,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-03-30,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-03-31,Austin,DRIVING WHILE INTOX / FELONY,Public Order,2,2022
2022-04-01,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-04-02,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-04-03,Austin,THEFT FROM PERSON,Theft,1,2022
2022-04-04,Austin,DATING DISTURBANCE,Public Order,2,2022
2022-04-05,Austin,CRED CARD ABUSE - OTHER,Other,0,2022
2022-04-06,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-04-07,Austin,DWI,Public Order,2,2022
2022-04-08,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-04-09,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-04-10,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-04-11,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-04-12,Austin,UNLAWFUL CARRYING WEAPON,Weapons,5,2022
2022-04-13,Austin,DOC FIGHTING,Public Order,2,2022
2022-04-14,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-04-15,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-04-16,Austin,ASSAULT BY CONTACT,Assault,6,2022
2022-04-17,Austin,AUTO THEFT,Theft,1,2022
2022-04-18,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-04-19,Austin,CRED CARD ABUSE - OTHER,Other,0,2022
2022-04-20,Austin,FRAUD - OTHER,Fraud,1,2022
2022-04-21,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-04-22,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-04-23,Austin,ASSAULT BY CONTACT,Assault,6,2022
2022-04-24,Austin,POSSESSION OF MARIJUANA,Drug Offense,2,2022
2022-04-25,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-04-26,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-04-27,Austin,THEFT OF BICYCLE,Theft,1,2022
2022-04-28,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-04-29,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-04-30,Austin,AGG ASSAULT,Assault,6,2022
2022-05-01,Austin,AUTO THEFT,Theft,1,2022
2022-05-02,Austin,UNLAWFUL CARRYING WEAPON,Weapons,5,2022
2022-05-03,Austin,IDENTITY THEFT,Theft,1,2022
2022-05-04,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-05-05,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-05-06,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-05-07,Austin,AGG ASLT STRANGLE/SUFFOCATE,Assault,6,2022
2022-05-08,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-05-09,Austin,THEFT OF TRAILER,Theft,1,2022
2022-05-10,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-05-11,Austin,THEFT FROM PERSON,Theft,1,2022
2022-05-12,Austin,AUTO THEFT,Theft,1,2022
2022-05-13,Austin,THEFT,Theft,1,2022
2022-05-14,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-05-15,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-05-16,Austin,THEFT OF BICYCLE,Theft,1,2022
2022-05-17,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-05-18,Austin,ASSAULT BY CONTACT-FAM/DATING VIO,Assault,6,2022
2022-05-19,Austin,PUBLIC LEWDNESS,Sexual Misconduct,7,2022
2022-05-20,Austin,EVADING VEHICLE,Uncategorized,0,2022
2022-05-21,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-05-22,Austin,POSS CONTROLLED SUB/NARCOTIC,Drug Offense,2,2022
2022-05-23,Austin,ASSAULT BY THREAT,Assault,6,2022
2022-05-24,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-05-25,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-05-26,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-05-27,Austin,FORCED SODOMY,Sexual Assault,9,2022
2022-05-28,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-05-29,Austin,POSS CONTROLLED SUB/NARCOTIC,Drug Offense,2,2022
2022-05-30,Austin,THEFT OF LICENSE PLATE,Theft,1,2022
2022-05-31,Austin,TERRORISTIC THREAT,Public Order,2,2022
2022-06-01,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-06-02,Austin,DATING DISTURBANCE,Public Order,2,2022
2022-06-03,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-06-04,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-06-05,Austin,HARASSMENT,Assault,6,2022
2022-06-06,Austin,TERRORISTIC THREAT,Public Order,2,2022
2022-06-07,Austin,DRIVING WHILE INTOX / FELONY,Public Order,2,2022
2022-06-08,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-06-09,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-06-10,Austin,WARRANT ARREST NON TRAFFIC,Other,0,2022
2022-06-11,Austin,ASSAULT BY THREAT,Assault,6,2022
2022-06-12,Austin,AUTO THEFT,Theft,1,2022
2022-06-13,Austin,POSS OF FIREARM BY FELON,Weapons,5,2022
2022-06-14,Austin,THEFT OF AUTO PARTS,Theft,1,2022
2022-06-15,Austin,FRAUD - OTHER,Fraud,1,2022
2022-06-16,Austin,THEFT,Theft,1,2022
2022-06-17,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-06-18,Austin,FELONY ENHANCEMENT/ASSLT W/INJ,Assault,6,2022
2022-06-19,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-06-20,Austin,TERRORISTIC THREAT,Public Order,2,2022
2022-06-21,Austin,FRAUD - OTHER,Fraud,1,2022
2022-06-22,Austin,ASSAULT BY CONTACT-FAM/DATING VIO,Assault,6,2022
2022-06-23,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-06-24,Austin,MAIL THEFT,Theft,1,2022
2022-06-25,Austin,FRAUD - OTHER,Fraud,1,2022
2022-06-26,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-06-27,Austin,DWI,Public Order,2,2022
2022-06-28,Austin,FAMILY DISTURBANCE/PARENTAL,Public Order,2,2022
2022-06-29,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-06-30,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-07-01,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-07-02,Austin,CRIMINAL TRESPASS/TRANSIENT,Trespassing,3,2022
2022-07-03,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-07-04,Austin,DOC DISCHARGE GUN - PUB PLACE,Public Order,2,2022
2022-07-05,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-07-06,Austin,THEFT,Theft,1,2022
2022-07-07,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-07-08,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-07-09,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-07-10,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-07-11,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-07-12,Austin,AUTO THEFT,Theft,1,2022
2022-07-13,Austin,ASSAULT BY CONTACT-FAM/DATING VIO,Assault,6,2022
2022-07-14,Austin,DEADLY CONDUCT,Sexual Misconduct,7,2022
2022-07-15,Austin,CRED CARD ABUSE - OTHER,Other,0,2022
2022-07-16,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-07-17,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-07-18,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-07-19,Austin,AGG ASSAULT,Assault,6,2022
2022-07-20,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-07-21,Austin,TERRORISTIC THREAT,Public Order,2,2022
2022-07-22,Austin,HARASSMENT,Assault,6,2022
2022-07-23,Austin,AGG ASSAULT,Assault,6,2022
2022-07-24,Austin,AUTO THEFT,Theft,1,2022
2022-07-25,Austin,INJURY TO ELDERLY PERSON,Misdemeanor,1,2022
2022-07-26,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-07-27,Austin,IDENTITY THEFT,Theft,1,2022
2022-07-28,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-07-29,Austin,AUTO THEFT,Theft,1,2022
2022-07-30,Austin,ASSAULT BY CONTACT-SEXUAL NATURE,Assault,6,2022
2022-07-31,Austin,ASSAULT BY CONTACT,Assault,6,2022
2022-08-01,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-08-02,Austin,IDENTITY THEFT,Theft,1,2022
2022-08-03,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-08-04,Austin,FAMILY DISTURBANCE/PARENTAL,Public Order,2,2022
2022-08-05,Austin,AUTO THEFT,Theft,1,2022
2022-08-06,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-08-07,Austin,POSS CONTROLLED SUB/NARCOTIC,Drug Offense,2,2022
2022-08-08,Austin,THEFT FROM BUILDING,Theft,1,2022
2022-08-09,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-08-10,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-08-11,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-08-12,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-08-13,Austin,THEFT,Theft,1,2022
2022-08-14,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-08-15,Austin,TERRORISTIC THREAT,Public Order,2,2022
2022-08-16,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-08-17,Austin,VIOL STATE LAW - OTHER,Other,0,2022
2022-08-18,Austin,ASSAULT BY CONTACT-FAM/DATING VIO,Assault,6,2022
2022-08-19,Austin,THEFT,Theft,1,2022
2022-08-20,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-08-21,Austin,AGG ASSAULT,Assault,6,2022
2022-08-22,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-08-23,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-08-24,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-08-25,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-08-26,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-08-27,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-08-28,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-08-29,Austin,THEFT,Theft,1,2022
2022-08-30,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-08-31,Austin,BURGLARY OF RESIDENCE,Burglary,4,2022
2022-09-01,Austin,AUTO THEFT,Theft,1,2022
2022-09-02,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-09-03,Austin,FORGERY - OTHER,Fraud,1,2022
2022-09-04,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-09-05,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-09-06,Austin,HARASSMENT,Assault,6,2022
2022-09-07,Austin,FRAUD - OTHER,Fraud,1,2022
2022-09-08,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-09-09,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-09-10,Austin,THEFT,Theft,1,2022
2022-09-11,Austin,HARASSMENT,Assault,6,2022
2022-09-12,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-09-13,Austin,ROBBERY BY ASSAULT,Assault,6,2022
2022-09-14,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-09-15,Austin,BURGLARY OF RESIDENCE,Burglary,4,2022
2022-09-16,Austin,ASSAULT BY THREAT,Assault,6,2022
2022-09-17,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-09-18,Austin,BURGLARY NON RESIDENCE,Burglary,4,2022
2022-09-19,Austin,FAMILY DISTURBANCE/PARENTAL,Public Order,2,2022
2022-09-20,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-09-21,Austin,POSS OF FIREARM BY FELON,Weapons,5,2022
2022-09-22,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-09-23,Austin,AUTO THEFT,Theft,1,2022
2022-09-24,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-09-25,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-09-26,Austin,THEFT,Theft,1,2022
2022-09-27,Austin,AGG ASLT STRANGLE/SUFFOCATE,Assault,6,2022
2022-09-28,Austin,AGG ASSAULT,Assault,6,2022
2022-09-29,Austin,THEFT,Theft,1,2022
2022-09-30,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-01,Austin,CRASH/FAIL STOP AND RENDER AID,Uncategorized,0,2022
2022-10-02,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-03,Austin,DWI 2ND,Public Order,2,2022
2022-10-04,Austin,HARASSMENT,Assault,6,2022
2022-10-05,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-06,Austin,AUTO THEFT,Theft,1,2022
2022-10-07,Austin,CHILD CUSTODY INTERFERE,Child-Related Crimes,8,2022
2022-10-08,Austin,AUTO THEFT,Theft,1,2022
2022-10-09,Austin,BURGLARY OF RESIDENCE,Burglary,4,2022
2022-10-10,Austin,TAMPERING WITH EVIDENCE,Uncategorized,0,2022
2022-10-11,Austin,AUTO THEFT,Theft,1,2022
2022-10-12,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-10-13,Austin,HARASSMENT,Assault,6,2022
2022-10-14,Austin,BURGLARY OF RESIDENCE,Burglary,4,2022
2022-10-15,Austin,THEFT FROM PERSON,Theft,1,2022
2022-10-16,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-10-17,Austin,MAIL THEFT,Theft,1,2022
2022-10-18,Austin,DRIVING WHILE INTOX / FELONY,Public Order,2,2022
2022-10-19,Austin,HARASSMENT,Assault,6,2022
2022-10-20,Austin,AUTO THEFT,Theft,1,2022
2022-10-21,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-22,Austin,THEFT,Theft,1,2022
2022-10-23,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-10-24,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-25,Austin,THEFT OF AUTO PARTS,Theft,1,2022
2022-10-26,Austin,THEFT BY SHOPLIFTING,Theft,1,2022
2022-10-27,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-28,Austin,POSSESSION OF MARIJUANA,Drug Offense,2,2022
2022-10-29,Austin,AGG ASSAULT,Assault,6,2022
2022-10-30,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-10-31,Austin,FORGERY AND PASSING,Fraud,1,2022
2022-11-01,Austin,FRAUD - OTHER,Fraud,1,2022
2022-11-02,Austin,GRAFFITI,Vandalism,2,2022
2022-11-03,Austin,GRAFFITI,Vandalism,2,2022
2022-11-04,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-11-05,Austin,HARASSMENT,Assault,6,2022
2022-11-06,Austin,CRIMINAL MISCHIEF,Vandalism,2,2022
2022-11-07,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-08,Austin,DEADLY CONDUCT,Sexual Misconduct,7,2022
2022-11-09,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-11-10,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-11-11,Austin,AUTO THEFT,Theft,1,2022
2022-11-12,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-13,Austin,THEFT,Theft,1,2022
2022-11-14,Austin,THEFT,Theft,1,2022
2022-11-15,Austin,THEFT,Theft,1,2022
2022-11-16,Austin,EVADING / VEHICLE PURSUIT,Theft,1,2022
2022-11-17,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-11-18,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-19,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-11-20,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-21,Austin,IDENTITY THEFT,Theft,1,2022
2022-11-22,Austin,MAIL THEFT,Theft,1,2022
2022-11-23,Austin,BURGLARY OF VEH-NO SUSPECT/FU,Burglary,4,2022
2022-11-24,Austin,ASSAULT BY CONTACT-FAM/DATING VIO,Assault,6,2022
2022-11-25,Austin,THEFT,Theft,1,2022
2022-11-26,Austin,DOC DISCHARGE GUN - PUB PLACE,Public Order,2,2022
2022-11-27,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-28,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-11-29,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-11-30,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-12-01,Austin,RESISTING ARREST OR SEARCH,Public Order,2,2022
2022-12-02,Austin,AUTO THEFT,Theft,1,2022
2022-12-03,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2022
2022-12-04,Austin,ASSAULT WITH INJURY,Assault,6,2022
2022-12-05,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-12-06,Austin,DWI  .15 BAC OR ABOVE,Public Order,2,2022
2022-12-07,Austin,THEFT CATALYTIC CONVERTER,Theft,1,2022
2022-12-08,Austin,TERRORISTIC THREAT-FAM/DATING VIO,Public Order,2,2022
2022-12-09,Austin,IDENTITY THEFT,Theft,1,2022
2022-12-10,Austin,INJURY TO ELDERLY PERSON,Misdemeanor,1,2022
2022-12-11,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-12-12,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-12-13,Austin,ASSAULT BY CONTACT,Assault,6,2022
2022-12-14,Austin,THEFT OF LICENSE PLATE,Theft,1,2022
2022-12-15,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-12-16,Austin,THEFT,Theft,1,2022
2022-12-17,Austin,AUTO THEFT,Theft,1,2022
2022-12-18,Austin,CRIMINAL TRESPASS,Trespassing,3,2022
2022-12-19,Austin,MAIL THEFT,Theft,1,2022
2022-12-20,Austin,BURGLARY OF VEHICLE,Burglary,4,2022
2022-12-21,Austin,ASSAULT BY THREAT,Assault,6,2022
2022-12-22,Austin,DEBIT CARD ABUSE,Sexual Misconduct,7,2022
2022-12-23,Austin,CIVIL DISTURBANCE/DEMO,Public Order,2,2022
2022-12-24,Austin,HARASSMENT,Assault,6,2022
2022-12-25,Austin,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,Burglary,4,2022
2022-12-26,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-12-27,Austin,DISTURBANCE - OTHER,Other,0,2022
2022-12-28,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-12-29,Austin,FORGERY AND PASSING,Fraud,1,2022
2022-12-30,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2022-12-31,Austin,FAMILY DISTURBANCE,Public Order,2,2022
2023-01-01,Austin,FAMILY DISTURBANCE,Public Order,2,2023
2023-01-02,Austin,GRAFFITI,Vandalism,2,2023
2023-01-03,Austin,AUTO THEFT,Theft,1,2023
2023-01-04,Austin,DISCLOSE/PROMO INTIMATE VISUAL,Uncategorized,0,2023
2023-01-05,Austin,IDENTITY THEFT,Theft,1,2023
2023-01-06,Austin,ASSAULT WITH INJURY-FAM/DATING VIO,Assault,6,2023
2023-01-07,Austin,AUTO THEFT,Theft,1,2023
